skill_id,official_code,main_unit,subunit,skill_name,focus,difficulty
G04-N-100M-01,N-4-1,大數與位值,一億以內的數,大數讀寫,正確讀寫十萬至一億並處理中間0,2
G04-N-PLACE-01,N-4-1,大數與位值,一億以內的數,大數位值化聚,萬、十萬、百萬、千萬、億的位值換算,2
G04-N-CMP-01,N-4-1,大數與位值,一億以內的數,大數比較排序,由最高位開始比較並排序,2
G04-N-ADDSUB-01,N-4-1,大數與位值,一億以內的數,大數加減,大數直式加減與生活量應用,3
G04-N-MUL1-01,N-4-2,整數乘除,乘法,四位數乘一位數,多位數乘一位數含進位與0,2
G04-N-MUL2-01,N-4-2,整數乘除,乘法,一二位數乘二位數,以部分積理解二位數乘法,3
G04-N-MUL4X2-01,N-4-2,整數乘除,乘法,三四位數乘二位數,熟練多位數乘二位數直式,4
G04-N-DIV4X1-01,N-4-2,整數乘除,除法,四位數除一位數,商位值、估商與驗算,3
G04-N-DIV2X2-01,N-4-2,整數乘除,除法,二位數除二位數,理解估商與餘數,3
G04-N-DIV4X2-01,N-4-2,整數乘除,除法,三四位數除二位數,以估商、乘回、相減完成直式,4
G04-N-MULDIV-APP-01,N-4-2 / N-4-3,整數乘除,應用,多位數乘除文字題,辨認單位量、倍數、份數與總量,4
G04-N-2STEP-MULADD-01,N-4-3 / R-4-1,兩步驟與併式,應用,乘加/乘減兩步驟,建立中間量並以併式表示,4
G04-N-2STEP-DIV-01,N-4-3 / R-4-1,兩步驟與併式,應用,除加/除減/乘除兩步驟,依情境順序建立併式,4
G04-R-ORDER-01,R-4-1 / R-4-2,四則運算,運算順序,由左而右與先乘除後加減,正確判斷無括號算式順序,3
G04-R-BRACKET-01,R-4-1 / R-4-2,四則運算,括號,括號與併式,用括號表達先算部分並解題,4
G04-R-LAWS-01,R-4-2,四則運算,運算規律,交換律與結合律初步,利用規律湊整與簡化計算,4
G04-N-ROUND-01,N-4-4,概數,四捨五入,取到萬/千/百位概數,依指定數位判斷捨入,2
G04-N-EST-01,N-4-4,概數,估算,用概數估算四則結果,以合理概數快速判斷答案範圍,3
G04-N-FRAC-TYPES-01,N-4-5,分數,分數類型,真分數假分數帶分數,依分子分母與整數部分辨認,2
G04-N-FRAC-CONV-01,N-4-5,分數,分數類型,假分數帶分數互換,以除法與單位分數合成互換,3
G04-N-FRAC-CMP-01,N-4-5,分數,同分母分數,分數大小比較,同分母含帶分數的大小比較,3
