publisher,semester,unit_no,unit_title,source_url,structure_status,school_year_status
康軒,七上,1,整數的運算,https://www.junyiacademy.org/topics/k-m7a,publisher_structure_verified,school_year_pending
康軒,七上,2,分數的運算,https://www.junyiacademy.org/topics/k-m7a,publisher_structure_verified,school_year_pending
康軒,七上,3,一元一次方程式,https://www.junyiacademy.org/topics/k-m7a,publisher_structure_verified,school_year_pending
康軒,七下,1,二元一次聯立方程式,https://www.junyiacademy.org/topics/k-m7a,publisher_structure_verified,school_year_pending
康軒,七下,2,直角坐標與二元一次方程式的圖形,https://www.junyiacademy.org/topics/k-m7a,publisher_structure_verified,school_year_pending
康軒,七下,3,比與比例式,https://www.junyiacademy.org/topics/k-m7a,publisher_structure_verified,school_year_pending
康軒,七下,4,一元一次不等式,https://www.junyiacademy.org/topics/k-m7a,publisher_structure_verified,school_year_pending
康軒,七下,5,統計,https://www.junyiacademy.org/topics/k-m7a,publisher_structure_verified,school_year_pending
康軒,七下,6,幾何圖形與三視圖,https://www.junyiacademy.org/topics/k-m7a,publisher_structure_verified,school_year_pending
翰林,七上,1,數與數線,https://www.junyiacademy.org/topics/h-m7a,publisher_structure_verified,school_year_pending
翰林,七上,2,標準分解式與分數運算,https://www.junyiacademy.org/topics/h-m7a,publisher_structure_verified,school_year_pending
翰林,七上,3,一元一次方程式,https://www.junyiacademy.org/topics/h-m7a,publisher_structure_verified,school_year_pending
翰林,七下,1,二元一次聯立方程式,https://www.junyiacademy.org/topics/h-m7a,publisher_structure_verified,school_year_pending
翰林,七下,2,直角坐標與二元一次方程式的圖形,https://www.junyiacademy.org/topics/h-m7a,publisher_structure_verified,school_year_pending
翰林,七下,3,比例,https://www.junyiacademy.org/topics/h-m7a,publisher_structure_verified,school_year_pending
翰林,七下,4,一元一次不等式,https://www.junyiacademy.org/topics/h-m7a,publisher_structure_verified,school_year_pending
翰林,七下,5,統計圖表與統計數據,https://www.junyiacademy.org/topics/h-m7a,publisher_structure_verified,school_year_pending
翰林,七下,6,線對稱與三視圖,https://www.junyiacademy.org/topics/h-m7a,publisher_structure_verified,school_year_pending
南一,七上,1,整數運算與科學記號,https://www.junyiacademy.org/topics/n-m7a,publisher_structure_verified,school_year_pending
南一,七上,2,因數分解與分數運算,https://www.junyiacademy.org/topics/n-m7a,publisher_structure_verified,school_year_pending
南一,七上,3,一元一次方程式,https://www.junyiacademy.org/topics/n-m7a,publisher_structure_verified,school_year_pending
南一,七下,1,二元一次聯立方程式,https://www.junyiacademy.org/topics/n-m7a,publisher_structure_verified,school_year_pending
南一,七下,2,平面直角坐標系,https://www.junyiacademy.org/topics/n-m7a,publisher_structure_verified,school_year_pending
南一,七下,3,比例,https://www.junyiacademy.org/topics/n-m7a,publisher_structure_verified,school_year_pending
南一,七下,4,一元一次不等式,https://www.junyiacademy.org/topics/n-m7a,publisher_structure_verified,school_year_pending
南一,七下,5,統計圖表與資料分析,https://www.junyiacademy.org/topics/n-m7a,publisher_structure_verified,school_year_pending
南一,七下,6,生活中的幾何圖形,https://www.junyiacademy.org/topics/n-m7a,publisher_structure_verified,school_year_pending
