micro_skill_id,parent_skill_id,official_code,main_unit,subunit,skill_name,question_type,focus,item_pattern,common_error,difficulty,age_fit,naming_note
G07-N-PRIME-01-C1,G07-N-PRIME-01,N-7-1,整數與質因數,質數,質數與合數,概念辨識,辨認100以內質數、合數與1的特殊性；第二層：辨認定義、符號、數量角色或幾何性質,定義判斷、分類、配對,概念詞義或符號混淆,1,G7國中適齡,MathAI原創語義分類
G07-N-PRIME-01-P1,G07-N-PRIME-01,N-7-1,整數與質因數,質數,質數與合數,標準程序,辨認100以內質數、合數與1的特殊性；第二層：依標準算法完成運算、化簡、解式、作圖或統計,標準運算/解法,符號、運算順序、移項或程序錯誤,2,G7國中適齡,MathAI原創語義分類
G07-N-PRIME-01-V1,G07-N-PRIME-01,N-7-1,整數與質因數,質數,質數與合數,多表徵轉換,辨認100以內質數、合數與1的特殊性；第二層：在文字、數線、坐標、圖表、代數式與幾何圖間轉換,圖↔式、表↔式、文字↔式,只會單一表徵，轉換失真,3,G7國中適齡,MathAI原創語義分類
G07-N-PRIME-01-R1,G07-N-PRIME-01,N-7-1,整數與質因數,質數,質數與合數,逆向與驗證,辨認100以內質數、合數與1的特殊性；第二層：由結果反求未知條件並進行驗算/反例檢核,逆推、缺項、驗算,只會正向套步驟，無法驗證,3,G7國中適齡,MathAI原創語義分類
G07-N-PRIME-01-A1,G07-N-PRIME-01,N-7-1,整數與質因數,質數,質數與合數,情境建模,辨認100以內質數、合數與1的特殊性；第二層：由生活或數學情境設定變數、建立式子並解釋答案,建模文字題,設未知數不當、漏條件或單位,4,G7國中適齡,MathAI原創語義分類
G07-N-SIEVE-01-C1,G07-N-SIEVE-01,N-7-1,整數與質因數,質數,質數篩法,概念辨識,使用系統化篩法找出指定範圍質數；第二層：辨認定義、符號、數量角色或幾何性質,定義判斷、分類、配對,概念詞義或符號混淆,1,G7國中適齡,MathAI原創語義分類
G07-N-SIEVE-01-P1,G07-N-SIEVE-01,N-7-1,整數與質因數,質數,質數篩法,標準程序,使用系統化篩法找出指定範圍質數；第二層：依標準算法完成運算、化簡、解式、作圖或統計,標準運算/解法,符號、運算順序、移項或程序錯誤,2,G7國中適齡,MathAI原創語義分類
G07-N-SIEVE-01-V1,G07-N-SIEVE-01,N-7-1,整數與質因數,質數,質數篩法,多表徵轉換,使用系統化篩法找出指定範圍質數；第二層：在文字、數線、坐標、圖表、代數式與幾何圖間轉換,圖↔式、表↔式、文字↔式,只會單一表徵，轉換失真,3,G7國中適齡,MathAI原創語義分類
G07-N-SIEVE-01-A1,G07-N-SIEVE-01,N-7-1,整數與質因數,質數,質數篩法,情境建模,使用系統化篩法找出指定範圍質數；第二層：由生活或數學情境設定變數、建立式子並解釋答案,建模文字題,設未知數不當、漏條件或單位,4,G7國中適齡,MathAI原創語義分類
G07-N-FACT-STD-01-C1,G07-N-FACT-STD-01,N-7-2,整數與質因數,標準分解式,質因數標準分解式,概念辨識,以質因數次方乘積表示正整數；第二層：辨認定義、符號、數量角色或幾何性質,定義判斷、分類、配對,概念詞義或符號混淆,1,G7國中適齡,MathAI原創語義分類
G07-N-FACT-STD-01-P1,G07-N-FACT-STD-01,N-7-2,整數與質因數,標準分解式,質因數標準分解式,標準程序,以質因數次方乘積表示正整數；第二層：依標準算法完成運算、化簡、解式、作圖或統計,標準運算/解法,符號、運算順序、移項或程序錯誤,2,G7國中適齡,MathAI原創語義分類
G07-N-FACT-STD-01-V1,G07-N-FACT-STD-01,N-7-2,整數與質因數,標準分解式,質因數標準分解式,多表徵轉換,以質因數次方乘積表示正整數；第二層：在文字、數線、坐標、圖表、代數式與幾何圖間轉換,圖↔式、表↔式、文字↔式,只會單一表徵，轉換失真,3,G7國中適齡,MathAI原創語義分類
G07-N-FACT-STD-01-R1,G07-N-FACT-STD-01,N-7-2,整數與質因數,標準分解式,質因數標準分解式,逆向與驗證,以質因數次方乘積表示正整數；第二層：由結果反求未知條件並進行驗算/反例檢核,逆推、缺項、驗算,只會正向套步驟，無法驗證,3,G7國中適齡,MathAI原創語義分類
G07-N-FACT-STD-01-A1,G07-N-FACT-STD-01,N-7-2,整數與質因數,標準分解式,質因數標準分解式,情境建模,以質因數次方乘積表示正整數；第二層：由生活或數學情境設定變數、建立式子並解釋答案,建模文字題,設未知數不當、漏條件或單位,4,G7國中適齡,MathAI原創語義分類
G07-N-FACT-STD-01-T1,G07-N-FACT-STD-01,N-7-2,整數與質因數,標準分解式,質因數標準分解式,條件變形,以質因數次方乘積表示正整數；第二層：加入括號、分數、負數、參數化數據或多步驟干擾,多步驟變形題,局部會算但無法維持整體等價,4,G7國中適齡,MathAI原創語義分類
G07-N-FACTORCOUNT-01-C1,G07-N-FACTORCOUNT-01,N-7-2,整數與質因數,標準分解式,由標準分解式判斷因數,概念辨識,利用質因數指數組合判斷/列出因數；第二層：辨認定義、符號、數量角色或幾何性質,定義判斷、分類、配對,概念詞義或符號混淆,1,G7國中適齡,MathAI原創語義分類
G07-N-FACTORCOUNT-01-P1,G07-N-FACTORCOUNT-01,N-7-2,整數與質因數,標準分解式,由標準分解式判斷因數,標準程序,利用質因數指數組合判斷/列出因數；第二層：依標準算法完成運算、化簡、解式、作圖或統計,標準運算/解法,符號、運算順序、移項或程序錯誤,2,G7國中適齡,MathAI原創語義分類
G07-N-FACTORCOUNT-01-V1,G07-N-FACTORCOUNT-01,N-7-2,整數與質因數,標準分解式,由標準分解式判斷因數,多表徵轉換,利用質因數指數組合判斷/列出因數；第二層：在文字、數線、坐標、圖表、代數式與幾何圖間轉換,圖↔式、表↔式、文字↔式,只會單一表徵，轉換失真,3,G7國中適齡,MathAI原創語義分類
G07-N-FACTORCOUNT-01-R1,G07-N-FACTORCOUNT-01,N-7-2,整數與質因數,標準分解式,由標準分解式判斷因數,逆向與驗證,利用質因數指數組合判斷/列出因數；第二層：由結果反求未知條件並進行驗算/反例檢核,逆推、缺項、驗算,只會正向套步驟，無法驗證,3,G7國中適齡,MathAI原創語義分類
G07-N-FACTORCOUNT-01-A1,G07-N-FACTORCOUNT-01,N-7-2,整數與質因數,標準分解式,由標準分解式判斷因數,情境建模,利用質因數指數組合判斷/列出因數；第二層：由生活或數學情境設定變數、建立式子並解釋答案,建模文字題,設未知數不當、漏條件或單位,4,G7國中適齡,MathAI原創語義分類
G07-N-FACTORCOUNT-01-T1,G07-N-FACTORCOUNT-01,N-7-2,整數與質因數,標準分解式,由標準分解式判斷因數,條件變形,利用質因數指數組合判斷/列出因數；第二層：加入括號、分數、負數、參數化數據或多步驟干擾,多步驟變形題,局部會算但無法維持整體等價,4,G7國中適齡,MathAI原創語義分類
G07-N-FACTORCOUNT-01-X1,G07-N-FACTORCOUNT-01,N-7-2,整數與質因數,標準分解式,由標準分解式判斷因數,跨主題整合,利用質因數指數組合判斷/列出因數；第二層：整合數與式、坐標、比例、統計或幾何進行非例行推理,跨單元/會考型,無法辨認需串接的先備技能,5,G7國中適齡,MathAI原創語義分類
G07-N-GCDLCM-01-C1,G07-N-GCDLCM-01,N-7-2,整數與質因數,因數倍數應用,以標準分解式求公因公倍,概念辨識,利用各質因數指數的最小/最大值處理GCD/LCM；第二層：辨認定義、符號、數量角色或幾何性質,定義判斷、分類、配對,概念詞義或符號混淆,1,G7國中適齡,MathAI原創語義分類
G07-N-GCDLCM-01-P1,G07-N-GCDLCM-01,N-7-2,整數與質因數,因數倍數應用,以標準分解式求公因公倍,標準程序,利用各質因數指數的最小/最大值處理GCD/LCM；第二層：依標準算法完成運算、化簡、解式、作圖或統計,標準運算/解法,符號、運算順序、移項或程序錯誤,2,G7國中適齡,MathAI原創語義分類
G07-N-GCDLCM-01-V1,G07-N-GCDLCM-01,N-7-2,整數與質因數,因數倍數應用,以標準分解式求公因公倍,多表徵轉換,利用各質因數指數的最小/最大值處理GCD/LCM；第二層：在文字、數線、坐標、圖表、代數式與幾何圖間轉換,圖↔式、表↔式、文字↔式,只會單一表徵，轉換失真,3,G7國中適齡,MathAI原創語義分類
G07-N-GCDLCM-01-R1,G07-N-GCDLCM-01,N-7-2,整數與質因數,因數倍數應用,以標準分解式求公因公倍,逆向與驗證,利用各質因數指數的最小/最大值處理GCD/LCM；第二層：由結果反求未知條件並進行驗算/反例檢核,逆推、缺項、驗算,只會正向套步驟，無法驗證,3,G7國中適齡,MathAI原創語義分類
G07-N-GCDLCM-01-A1,G07-N-GCDLCM-01,N-7-2,整數與質因數,因數倍數應用,以標準分解式求公因公倍,情境建模,利用各質因數指數的最小/最大值處理GCD/LCM；第二層：由生活或數學情境設定變數、建立式子並解釋答案,建模文字題,設未知數不當、漏條件或單位,4,G7國中適齡,MathAI原創語義分類
G07-N-GCDLCM-01-T1,G07-N-GCDLCM-01,N-7-2,整數與質因數,因數倍數應用,以標準分解式求公因公倍,條件變形,利用各質因數指數的最小/最大值處理GCD/LCM；第二層：加入括號、分數、負數、參數化數據或多步驟干擾,多步驟變形題,局部會算但無法維持整體等價,4,G7國中適齡,MathAI原創語義分類
G07-N-GCDLCM-01-X1,G07-N-GCDLCM-01,N-7-2,整數與質因數,因數倍數應用,以標準分解式求公因公倍,跨主題整合,利用各質因數指數的最小/最大值處理GCD/LCM；第二層：整合數與式、坐標、比例、統計或幾何進行非例行推理,跨單元/會考型,無法辨認需串接的先備技能,5,G7國中適齡,MathAI原創語義分類
G07-N-SIGNED-01-C1,G07-N-SIGNED-01,N-7-3 / N-7-5,正負數,正負數與數線,正數負數與相反量,概念辨識,用正負號描述方向、溫度、高低等相反量；第二層：辨認定義、符號、數量角色或幾何性質,定義判斷、分類、配對,概念詞義或符號混淆,1,G7國中適齡,MathAI原創語義分類
G07-N-SIGNED-01-P1,G07-N-SIGNED-01,N-7-3 / N-7-5,正負數,正負數與數線,正數負數與相反量,標準程序,用正負號描述方向、溫度、高低等相反量；第二層：依標準算法完成運算、化簡、解式、作圖或統計,標準運算/解法,符號、運算順序、移項或程序錯誤,2,G7國中適齡,MathAI原創語義分類
G07-N-SIGNED-01-V1,G07-N-SIGNED-01,N-7-3 / N-7-5,正負數,正負數與數線,正數負數與相反量,多表徵轉換,用正負號描述方向、溫度、高低等相反量；第二層：在文字、數線、坐標、圖表、代數式與幾何圖間轉換,圖↔式、表↔式、文字↔式,只會單一表徵，轉換失真,3,G7國中適齡,MathAI原創語義分類
G07-N-SIGNED-01-R1,G07-N-SIGNED-01,N-7-3 / N-7-5,正負數,正負數與數線,正數負數與相反量,逆向與驗證,用正負號描述方向、溫度、高低等相反量；第二層：由結果反求未知條件並進行驗算/反例檢核,逆推、缺項、驗算,只會正向套步驟，無法驗證,3,G7國中適齡,MathAI原創語義分類
G07-N-SIGNED-01-A1,G07-N-SIGNED-01,N-7-3 / N-7-5,正負數,正負數與數線,正數負數與相反量,情境建模,用正負號描述方向、溫度、高低等相反量；第二層：由生活或數學情境設定變數、建立式子並解釋答案,建模文字題,設未知數不當、漏條件或單位,4,G7國中適齡,MathAI原創語義分類
G07-N-NUMBERLINE-01-C1,G07-N-NUMBERLINE-01,N-7-5,正負數,數線,負數數線與大小,概念辨識,在數線定位正負整數/分數/小數並比較；第二層：辨認定義、符號、數量角色或幾何性質,定義判斷、分類、配對,概念詞義或符號混淆,1,G7國中適齡,MathAI原創語義分類
G07-N-NUMBERLINE-01-P1,G07-N-NUMBERLINE-01,N-7-5,正負數,數線,負數數線與大小,標準程序,在數線定位正負整數/分數/小數並比較；第二層：依標準算法完成運算、化簡、解式、作圖或統計,標準運算/解法,符號、運算順序、移項或程序錯誤,2,G7國中適齡,MathAI原創語義分類
G07-N-NUMBERLINE-01-V1,G07-N-NUMBERLINE-01,N-7-5,正負數,數線,負數數線與大小,多表徵轉換,在數線定位正負整數/分數/小數並比較；第二層：在文字、數線、坐標、圖表、代數式與幾何圖間轉換,圖↔式、表↔式、文字↔式,只會單一表徵，轉換失真,3,G7國中適齡,MathAI原創語義分類
G07-N-NUMBERLINE-01-R1,G07-N-NUMBERLINE-01,N-7-5,正負數,數線,負數數線與大小,逆向與驗證,在數線定位正負整數/分數/小數並比較；第二層：由結果反求未知條件並進行驗算/反例檢核,逆推、缺項、驗算,只會正向套步驟，無法驗證,3,G7國中適齡,MathAI原創語義分類
G07-N-NUMBERLINE-01-A1,G07-N-NUMBERLINE-01,N-7-5,正負數,數線,負數數線與大小,情境建模,在數線定位正負整數/分數/小數並比較；第二層：由生活或數學情境設定變數、建立式子並解釋答案,建模文字題,設未知數不當、漏條件或單位,4,G7國中適齡,MathAI原創語義分類
G07-N-OPPOSITE-01-C1,G07-N-OPPOSITE-01,N-7-3 / N-7-5,正負數,相反數,相反數,概念辨識,理解互為相反數的兩數和為0；第二層：辨認定義、符號、數量角色或幾何性質,定義判斷、分類、配對,概念詞義或符號混淆,1,G7國中適齡,MathAI原創語義分類
G07-N-OPPOSITE-01-P1,G07-N-OPPOSITE-01,N-7-3 / N-7-5,正負數,相反數,相反數,標準程序,理解互為相反數的兩數和為0；第二層：依標準算法完成運算、化簡、解式、作圖或統計,標準運算/解法,符號、運算順序、移項或程序錯誤,2,G7國中適齡,MathAI原創語義分類
G07-N-OPPOSITE-01-V1,G07-N-OPPOSITE-01,N-7-3 / N-7-5,正負數,相反數,相反數,多表徵轉換,理解互為相反數的兩數和為0；第二層：在文字、數線、坐標、圖表、代數式與幾何圖間轉換,圖↔式、表↔式、文字↔式,只會單一表徵，轉換失真,3,G7國中適齡,MathAI原創語義分類
