publisher,semester,unit_no,unit_title,source_url,structure_status,school_year_status
康軒,二上,1,200以內的數,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二上,2,二位數的直式加減,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二上,3,量長度,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二上,4,加減關係與應用,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二上,5,面積大小的比較,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二上,6,兩步驟的加減,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二上,7,2、5、4、8的乘法,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二上,8,幾時幾分,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二上,9,3、6、9、7的乘法,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二上,10,容量與重量,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二下,1,1000以內的數,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二下,2,三位數的加減,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二下,3,平面圖形,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二下,4,年、月、日,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二下,5,乘法,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二下,6,兩步驟應用問題,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二下,7,公尺和公分,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二下,8,分類與立體圖形,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二下,9,分分看,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
康軒,二下,10,分數,https://www.junyiacademy.org/topics/k-m2a,publisher_structure_verified,school_year_pending
翰林,二上,1,200以內的數,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二上,2,二位數的加減法,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二上,3,認識公分,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二上,4,加減應用,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二上,5,容量,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二上,6,加減兩步驟,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二上,7,乘法（一）,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二上,8,時間,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二上,9,乘法（二）,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二上,10,面的大小比較,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二下,1,1000以內的數,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二下,2,重量,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二下,3,加加減減,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二下,4,平面圖形與立體形體,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二下,5,乘法,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二下,6,公尺與公分,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二下,7,乘與加兩步驟,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二下,8,年、月、日,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二下,9,分裝與平分,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
翰林,二下,10,認識分數,https://www.junyiacademy.org/topics/h-m2a,publisher_structure_verified,school_year_pending
南一,二上,1,數到300,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二上,2,二位數的加減,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二上,3,幾公分,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二上,4,加減的關係與應用,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二上,5,容量,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二上,6,兩步驟的加減,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二上,7,2、5、4、8的乘法,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二上,8,幾時幾分,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二上,9,3、6、7、9的乘法,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二上,10,平面圖形,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二下,1,數到1000,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二下,2,加加減減,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二下,3,幾公尺,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二下,4,年月日,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二下,5,0、1、10的乘法,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二下,6,重量,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二下,7,兩步驟的計算,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二下,8,分東西,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二下,9,單位分數,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
南一,二下,10,面的大小與立體,https://www.junyiacademy.org/topics/n-m2a,publisher_structure_verified,school_year_pending
