skill_id,official_code,main_unit,subunit,skill_name,focus,difficulty
G02-N-200-01,N-2-1,數概念,200/300以內的數,200以內讀寫與做數,以百、十、一表徵200/300以內數,2
G02-N-1000-01,N-2-1,數概念,1000以內的數,1000以內讀寫與做數,以百、十、一理解1000以內數與位值,2
G02-N-PLACE-01,N-2-1,數概念,位值,百位十位個位,讀出各位數字代表的值並做位值換算,2
G02-N-ORDER-01,N-2-1,數概念,數序與比較,前後數與大小,從任意數開始前後數、排序與比較,2
G02-N-COIN-01,N-2-5,錢幣,大面額錢幣,100/500/1000元,辨認大面額並與小面額換算,2
G02-N-COIN-APP-01,N-2-5,錢幣,購物應用,付款與找錢,以1000元內金額解購物與找零,3
G02-N-ADD-VERT-01,N-2-2,加減運算,直式加法,不進位加法,以位值對齊完成二/三位數加法,2
G02-N-ADD-CARRY1-01,N-2-2,加減運算,直式加法,一次進位,理解個位或十位滿十進一,2
G02-N-ADD-CARRY2-01,N-2-2,加減運算,直式加法,二次進位,在課綱允許範圍做連續進位,3
G02-N-SUB-VERT-01,N-2-2,加減運算,直式減法,不退位減法,以位值對齊完成減法,2
G02-N-SUB-BORROW-01,N-2-2,加減運算,直式減法,一次退位,理解一個高位換成十個低位後再減,3
G02-N-ZERO-OPS-01,N-2-2,加減運算,特殊直式,數字含0的加減,處理被加數/被減數中含0且符合課綱限制的題型,3
G02-R-INVERSE-01,R-2-4,加減關係,加減互逆,用加法驗減法,以互逆關係驗算結果,2
G02-N-UNK-ADDEND-01,N-2-3 / R-2-4,加減應用,未知量,未知加數/被加數,由總量與已知部分反推另一部分,3
G02-N-UNK-SUB-01,N-2-3 / R-2-4,加減應用,未知量,未知減數/被減數,用加減互逆解未知量,3
G02-N-EST-01,N-2-4,估算,加減估算,簡單合理估算,以接近整百或生活量感判斷大致結果,2
G02-N-TWOSTEP-ADD-01,N-2-8,兩步驟,連加,兩步驟加法,用兩個加法算式記錄連加問題,3
G02-N-TWOSTEP-SUB-01,N-2-8,兩步驟,連減,兩步驟減法,用兩個減法算式記錄連減問題,3
G02-N-TWOSTEP-MIX-01,N-2-8,兩步驟,加減混合,先加後減/先減後加,依情境順序處理兩步驟加減,3
G02-R-ADDORDER-01,R-2-2,運算規律,三數相加,改變相加順序,理解三數相加順序改變和不變並可湊整,3
G02-N-MUL-MEAN-01,N-2-6,乘法,乘法意義,幾個一樣多,從同數連加建立乘法,2
G02-N-MUL-2-01,N-2-6,乘法,乘法表,2和5的乘法,以情境與節奏建立2、5乘法事實,2
G02-N-MUL-4-8-01,N-2-6,乘法,乘法表,4和8的乘法,理解倍增關係並熟練4、8乘法,2
G02-N-MUL-3-6-01,N-2-6,乘法,乘法表,3和6的乘法,以分組與倍數建立3、6乘法,2
G02-N-MUL-7-9-01,N-2-6,乘法,乘法表,7和9的乘法,熟練7、9乘法並用已知乘法推導,3
