micro_skill_id,parent_skill_id,official_code,main_unit,subunit,skill_name,question_type,focus,item_pattern,common_error,difficulty,age_fit,naming_note
G09-N-CONT-RATIO-01-C1,G09-N-CONT-RATIO-01,N-9-1,連比與比例,連比,連比記法,概念辨識,將三個以上量的比例寫成連比並化簡；第二層：辨認定義、性質、條件、圖形角色或統計機率概念,定義/性質/分類判斷,概念邊界、條件或符號混淆,1,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-01-P1,G09-N-CONT-RATIO-01,N-9-1,連比與比例,連比,連比記法,標準程序,將三個以上量的比例寫成連比並化簡；第二層：依標準方法完成比例、長度角度、函數、統計或機率計算,標準計算/作圖/讀圖,公式、比例方向、圖形對應或計算錯誤,2,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-01-V1,G09-N-CONT-RATIO-01,N-9-1,連比與比例,連比,連比記法,多表徵轉換,將三個以上量的比例寫成連比並化簡；第二層：在文字、比例式、幾何圖、函數圖、盒狀圖、樹狀圖間轉換,圖↔式、文字↔圖、資料↔圖,轉換時遺失對應關係或條件,3,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-01-R1,G09-N-CONT-RATIO-01,N-9-1,連比與比例,連比,連比記法,逆向與驗證,將三個以上量的比例寫成連比並化簡；第二層：由結果反推比例、參數、幾何條件並驗證推理,逆推、驗證、反例,只能順算，不能判斷充分性與合理性,3,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-01-A1,G09-N-CONT-RATIO-01,N-9-1,連比與比例,連比,連比記法,情境建模,將三個以上量的比例寫成連比並化簡；第二層：由測量、比例、函數、統計或機率情境建立模型並解釋,應用/建模題,選錯模型、漏條件或答案未回到情境,4,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-02-C1,G09-N-CONT-RATIO-02,N-9-1,連比與比例,連比,由兩組比合成連比,概念辨識,調整共同項後合併比例；第二層：辨認定義、性質、條件、圖形角色或統計機率概念,定義/性質/分類判斷,概念邊界、條件或符號混淆,1,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-02-P1,G09-N-CONT-RATIO-02,N-9-1,連比與比例,連比,由兩組比合成連比,標準程序,調整共同項後合併比例；第二層：依標準方法完成比例、長度角度、函數、統計或機率計算,標準計算/作圖/讀圖,公式、比例方向、圖形對應或計算錯誤,2,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-02-V1,G09-N-CONT-RATIO-02,N-9-1,連比與比例,連比,由兩組比合成連比,多表徵轉換,調整共同項後合併比例；第二層：在文字、比例式、幾何圖、函數圖、盒狀圖、樹狀圖間轉換,圖↔式、文字↔圖、資料↔圖,轉換時遺失對應關係或條件,3,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-02-R1,G09-N-CONT-RATIO-02,N-9-1,連比與比例,連比,由兩組比合成連比,逆向與驗證,調整共同項後合併比例；第二層：由結果反推比例、參數、幾何條件並驗證推理,逆推、驗證、反例,只能順算，不能判斷充分性與合理性,3,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-02-A1,G09-N-CONT-RATIO-02,N-9-1,連比與比例,連比,由兩組比合成連比,情境建模,調整共同項後合併比例；第二層：由測量、比例、函數、統計或機率情境建立模型並解釋,應用/建模題,選錯模型、漏條件或答案未回到情境,4,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-02-T1,G09-N-CONT-RATIO-02,N-9-1,連比與比例,連比,由兩組比合成連比,條件變形,調整共同項後合併比例；第二層：加入複合圖形、多步推理、隱藏對應、參數或干擾資訊,進階變形題,單一技巧會但無法維持完整推理鏈,4,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-03-C1,G09-N-CONT-RATIO-03,N-9-1,連比與比例,連比例式,連比例式性質,概念辨識,由a:b:c求各量與總量/差量關係；第二層：辨認定義、性質、條件、圖形角色或統計機率概念,定義/性質/分類判斷,概念邊界、條件或符號混淆,1,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-03-P1,G09-N-CONT-RATIO-03,N-9-1,連比與比例,連比例式,連比例式性質,標準程序,由a:b:c求各量與總量/差量關係；第二層：依標準方法完成比例、長度角度、函數、統計或機率計算,標準計算/作圖/讀圖,公式、比例方向、圖形對應或計算錯誤,2,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-03-V1,G09-N-CONT-RATIO-03,N-9-1,連比與比例,連比例式,連比例式性質,多表徵轉換,由a:b:c求各量與總量/差量關係；第二層：在文字、比例式、幾何圖、函數圖、盒狀圖、樹狀圖間轉換,圖↔式、文字↔圖、資料↔圖,轉換時遺失對應關係或條件,3,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-03-R1,G09-N-CONT-RATIO-03,N-9-1,連比與比例,連比例式,連比例式性質,逆向與驗證,由a:b:c求各量與總量/差量關係；第二層：由結果反推比例、參數、幾何條件並驗證推理,逆推、驗證、反例,只能順算，不能判斷充分性與合理性,3,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-03-A1,G09-N-CONT-RATIO-03,N-9-1,連比與比例,連比例式,連比例式性質,情境建模,由a:b:c求各量與總量/差量關係；第二層：由測量、比例、函數、統計或機率情境建立模型並解釋,應用/建模題,選錯模型、漏條件或答案未回到情境,4,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-03-T1,G09-N-CONT-RATIO-03,N-9-1,連比與比例,連比例式,連比例式性質,條件變形,由a:b:c求各量與總量/差量關係；第二層：加入複合圖形、多步推理、隱藏對應、參數或干擾資訊,進階變形題,單一技巧會但無法維持完整推理鏈,4,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-03-X1,G09-N-CONT-RATIO-03,N-9-1,連比與比例,連比例式,連比例式性質,跨主題整合,由a:b:c求各量與總量/差量關係；第二層：整合相似、圓、三角形心、函數、立體、統計機率做非例行推理,跨單元/會考型,無法辨識需要串接的多個技能,5,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-04-C1,G09-N-CONT-RATIO-04,N-9-1,連比與比例,應用,按連比分配,概念辨識,處理金額、長度、成分、比例分配；第二層：辨認定義、性質、條件、圖形角色或統計機率概念,定義/性質/分類判斷,概念邊界、條件或符號混淆,1,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-04-P1,G09-N-CONT-RATIO-04,N-9-1,連比與比例,應用,按連比分配,標準程序,處理金額、長度、成分、比例分配；第二層：依標準方法完成比例、長度角度、函數、統計或機率計算,標準計算/作圖/讀圖,公式、比例方向、圖形對應或計算錯誤,2,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-04-V1,G09-N-CONT-RATIO-04,N-9-1,連比與比例,應用,按連比分配,多表徵轉換,處理金額、長度、成分、比例分配；第二層：在文字、比例式、幾何圖、函數圖、盒狀圖、樹狀圖間轉換,圖↔式、文字↔圖、資料↔圖,轉換時遺失對應關係或條件,3,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-04-R1,G09-N-CONT-RATIO-04,N-9-1,連比與比例,應用,按連比分配,逆向與驗證,處理金額、長度、成分、比例分配；第二層：由結果反推比例、參數、幾何條件並驗證推理,逆推、驗證、反例,只能順算，不能判斷充分性與合理性,3,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-04-A1,G09-N-CONT-RATIO-04,N-9-1,連比與比例,應用,按連比分配,情境建模,處理金額、長度、成分、比例分配；第二層：由測量、比例、函數、統計或機率情境建立模型並解釋,應用/建模題,選錯模型、漏條件或答案未回到情境,4,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-04-T1,G09-N-CONT-RATIO-04,N-9-1,連比與比例,應用,按連比分配,條件變形,處理金額、長度、成分、比例分配；第二層：加入複合圖形、多步推理、隱藏對應、參數或干擾資訊,進階變形題,單一技巧會但無法維持完整推理鏈,4,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-04-X1,G09-N-CONT-RATIO-04,N-9-1,連比與比例,應用,按連比分配,跨主題整合,處理金額、長度、成分、比例分配；第二層：整合相似、圓、三角形心、函數、立體、統計機率做非例行推理,跨單元/會考型,無法辨識需要串接的多個技能,5,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-05-C1,G09-N-CONT-RATIO-05,N-9-1,連比與比例,應用,連比改變問題,概念辨識,某一量增減後重新建立連比；第二層：辨認定義、性質、條件、圖形角色或統計機率概念,定義/性質/分類判斷,概念邊界、條件或符號混淆,1,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-05-P1,G09-N-CONT-RATIO-05,N-9-1,連比與比例,應用,連比改變問題,標準程序,某一量增減後重新建立連比；第二層：依標準方法完成比例、長度角度、函數、統計或機率計算,標準計算/作圖/讀圖,公式、比例方向、圖形對應或計算錯誤,2,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-05-V1,G09-N-CONT-RATIO-05,N-9-1,連比與比例,應用,連比改變問題,多表徵轉換,某一量增減後重新建立連比；第二層：在文字、比例式、幾何圖、函數圖、盒狀圖、樹狀圖間轉換,圖↔式、文字↔圖、資料↔圖,轉換時遺失對應關係或條件,3,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-05-R1,G09-N-CONT-RATIO-05,N-9-1,連比與比例,應用,連比改變問題,逆向與驗證,某一量增減後重新建立連比；第二層：由結果反推比例、參數、幾何條件並驗證推理,逆推、驗證、反例,只能順算，不能判斷充分性與合理性,3,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-05-A1,G09-N-CONT-RATIO-05,N-9-1,連比與比例,應用,連比改變問題,情境建模,某一量增減後重新建立連比；第二層：由測量、比例、函數、統計或機率情境建立模型並解釋,應用/建模題,選錯模型、漏條件或答案未回到情境,4,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-05-T1,G09-N-CONT-RATIO-05,N-9-1,連比與比例,應用,連比改變問題,條件變形,某一量增減後重新建立連比；第二層：加入複合圖形、多步推理、隱藏對應、參數或干擾資訊,進階變形題,單一技巧會但無法維持完整推理鏈,4,G9國中適齡,MathAI原創語義分類
G09-N-CONT-RATIO-05-X1,G09-N-CONT-RATIO-05,N-9-1,連比與比例,應用,連比改變問題,跨主題整合,某一量增減後重新建立連比；第二層：整合相似、圓、三角形心、函數、立體、統計機率做非例行推理,跨單元/會考型,無法辨識需要串接的多個技能,5,G9國中適齡,MathAI原創語義分類
G09-S-SIM-SCALE-01-C1,G09-S-SIM-SCALE-01,S-9-1,相似形,縮放,縮放中心與倍率,概念辨識,理解放大縮小後形狀不變、長度等倍率；第二層：辨認定義、性質、條件、圖形角色或統計機率概念,定義/性質/分類判斷,概念邊界、條件或符號混淆,1,G9國中適齡,MathAI原創語義分類
G09-S-SIM-SCALE-01-P1,G09-S-SIM-SCALE-01,S-9-1,相似形,縮放,縮放中心與倍率,標準程序,理解放大縮小後形狀不變、長度等倍率；第二層：依標準方法完成比例、長度角度、函數、統計或機率計算,標準計算/作圖/讀圖,公式、比例方向、圖形對應或計算錯誤,2,G9國中適齡,MathAI原創語義分類
G09-S-SIM-SCALE-01-V1,G09-S-SIM-SCALE-01,S-9-1,相似形,縮放,縮放中心與倍率,多表徵轉換,理解放大縮小後形狀不變、長度等倍率；第二層：在文字、比例式、幾何圖、函數圖、盒狀圖、樹狀圖間轉換,圖↔式、文字↔圖、資料↔圖,轉換時遺失對應關係或條件,3,G9國中適齡,MathAI原創語義分類
G09-S-SIM-SCALE-01-R1,G09-S-SIM-SCALE-01,S-9-1,相似形,縮放,縮放中心與倍率,逆向與驗證,理解放大縮小後形狀不變、長度等倍率；第二層：由結果反推比例、參數、幾何條件並驗證推理,逆推、驗證、反例,只能順算，不能判斷充分性與合理性,3,G9國中適齡,MathAI原創語義分類
G09-S-SIM-SCALE-01-A1,G09-S-SIM-SCALE-01,S-9-1,相似形,縮放,縮放中心與倍率,情境建模,理解放大縮小後形狀不變、長度等倍率；第二層：由測量、比例、函數、統計或機率情境建立模型並解釋,應用/建模題,選錯模型、漏條件或答案未回到情境,4,G9國中適齡,MathAI原創語義分類
G09-S-SIM-POLY-01-C1,G09-S-SIM-POLY-01,S-9-1,相似形,相似多邊形,對應角與對應邊,概念辨識,判斷兩多邊形相似並找對應關係；第二層：辨認定義、性質、條件、圖形角色或統計機率概念,定義/性質/分類判斷,概念邊界、條件或符號混淆,1,G9國中適齡,MathAI原創語義分類
G09-S-SIM-POLY-01-P1,G09-S-SIM-POLY-01,S-9-1,相似形,相似多邊形,對應角與對應邊,標準程序,判斷兩多邊形相似並找對應關係；第二層：依標準方法完成比例、長度角度、函數、統計或機率計算,標準計算/作圖/讀圖,公式、比例方向、圖形對應或計算錯誤,2,G9國中適齡,MathAI原創語義分類
G09-S-SIM-POLY-01-V1,G09-S-SIM-POLY-01,S-9-1,相似形,相似多邊形,對應角與對應邊,多表徵轉換,判斷兩多邊形相似並找對應關係；第二層：在文字、比例式、幾何圖、函數圖、盒狀圖、樹狀圖間轉換,圖↔式、文字↔圖、資料↔圖,轉換時遺失對應關係或條件,3,G9國中適齡,MathAI原創語義分類
G09-S-SIM-POLY-01-R1,G09-S-SIM-POLY-01,S-9-1,相似形,相似多邊形,對應角與對應邊,逆向與驗證,判斷兩多邊形相似並找對應關係；第二層：由結果反推比例、參數、幾何條件並驗證推理,逆推、驗證、反例,只能順算，不能判斷充分性與合理性,3,G9國中適齡,MathAI原創語義分類
G09-S-SIM-POLY-01-A1,G09-S-SIM-POLY-01,S-9-1,相似形,相似多邊形,對應角與對應邊,情境建模,判斷兩多邊形相似並找對應關係；第二層：由測量、比例、函數、統計或機率情境建立模型並解釋,應用/建模題,選錯模型、漏條件或答案未回到情境,4,G9國中適齡,MathAI原創語義分類
G09-S-SIM-POLY-01-T1,G09-S-SIM-POLY-01,S-9-1,相似形,相似多邊形,對應角與對應邊,條件變形,判斷兩多邊形相似並找對應關係；第二層：加入複合圖形、多步推理、隱藏對應、參數或干擾資訊,進階變形題,單一技巧會但無法維持完整推理鏈,4,G9國中適齡,MathAI原創語義分類
G09-S-SIM-RATIO-01-C1,G09-S-SIM-RATIO-01,S-9-1,相似形,相似多邊形,相似比,概念辨識,由對應邊建立相似比並求未知邊；第二層：辨認定義、性質、條件、圖形角色或統計機率概念,定義/性質/分類判斷,概念邊界、條件或符號混淆,1,G9國中適齡,MathAI原創語義分類
G09-S-SIM-RATIO-01-P1,G09-S-SIM-RATIO-01,S-9-1,相似形,相似多邊形,相似比,標準程序,由對應邊建立相似比並求未知邊；第二層：依標準方法完成比例、長度角度、函數、統計或機率計算,標準計算/作圖/讀圖,公式、比例方向、圖形對應或計算錯誤,2,G9國中適齡,MathAI原創語義分類
