micro_skill_id,parent_skill_id,official_code,main_unit,subunit,skill_name,question_type,focus,item_pattern,common_error,difficulty,age_fit,naming_note
G01-N-COUNT-01-C1,G01-N-COUNT-01,N-1-1,數概念,10以內的數,1到10聽讀寫做,概念辨識,連結數字、數詞與具體數量；第二層：辨認數量、符號、形狀、時間或關係,直接指認、配對、選擇,將外觀或位置誤當數學意義,1,G1適齡,MathAI原創語義分類
G01-N-COUNT-01-M1,G01-N-COUNT-01,N-1-1,數概念,10以內的數,1到10聽讀寫做,操作建構,連結數字、數詞與具體數量；第二層：透過具體物、圖卡、積木、鐘面或錢幣操作建立概念,拖拉、圈選、排列、實物操作,只猜答案，未建立一一對應或操作關係,1,G1適齡,MathAI原創語義分類
G01-N-COUNT-01-P1,G01-N-COUNT-01,N-1-1,數概念,10以內的數,1到10聽讀寫做,基礎程序,連結數字、數詞與具體數量；第二層：依年級適切策略完成點數、加減、比較、讀表等,一步至兩步標準題,漏數、重複數、符號或步驟錯誤,2,G1適齡,MathAI原創語義分類
G01-N-COUNT-01-V1,G01-N-COUNT-01,N-1-1,數概念,10以內的數,1到10聽讀寫做,表徵連結,連結數字、數詞與具體數量；第二層：在實物、圖像、數字、算式、語句間轉換,看圖列式、依數作圖、圖文配對,只能辨識單一表徵，無法互相轉換,2,G1適齡,MathAI原創語義分類
G01-N-ZERO-01-C1,G01-N-ZERO-01,N-1-1,數概念,10以內的數,0的意義,概念辨識,理解0表示沒有並能在數量與記錄中使用；第二層：辨認數量、符號、形狀、時間或關係,直接指認、配對、選擇,將外觀或位置誤當數學意義,1,G1適齡,MathAI原創語義分類
G01-N-ZERO-01-M1,G01-N-ZERO-01,N-1-1,數概念,10以內的數,0的意義,操作建構,理解0表示沒有並能在數量與記錄中使用；第二層：透過具體物、圖卡、積木、鐘面或錢幣操作建立概念,拖拉、圈選、排列、實物操作,只猜答案，未建立一一對應或操作關係,1,G1適齡,MathAI原創語義分類
G01-N-ZERO-01-P1,G01-N-ZERO-01,N-1-1,數概念,10以內的數,0的意義,基礎程序,理解0表示沒有並能在數量與記錄中使用；第二層：依年級適切策略完成點數、加減、比較、讀表等,一步至兩步標準題,漏數、重複數、符號或步驟錯誤,2,G1適齡,MathAI原創語義分類
G01-N-ZERO-01-V1,G01-N-ZERO-01,N-1-1,數概念,10以內的數,0的意義,表徵連結,理解0表示沒有並能在數量與記錄中使用；第二層：在實物、圖像、數字、算式、語句間轉換,看圖列式、依數作圖、圖文配對,只能辨識單一表徵，無法互相轉換,2,G1適齡,MathAI原創語義分類
G01-N-ORDER-01-C1,G01-N-ORDER-01,N-1-1,數概念,數序與序數,10以內數序,概念辨識,順數、倒數與缺數；第二層：辨認數量、符號、形狀、時間或關係,直接指認、配對、選擇,將外觀或位置誤當數學意義,1,G1適齡,MathAI原創語義分類
G01-N-ORDER-01-M1,G01-N-ORDER-01,N-1-1,數概念,數序與序數,10以內數序,操作建構,順數、倒數與缺數；第二層：透過具體物、圖卡、積木、鐘面或錢幣操作建立概念,拖拉、圈選、排列、實物操作,只猜答案，未建立一一對應或操作關係,1,G1適齡,MathAI原創語義分類
G01-N-ORDER-01-P1,G01-N-ORDER-01,N-1-1,數概念,數序與序數,10以內數序,基礎程序,順數、倒數與缺數；第二層：依年級適切策略完成點數、加減、比較、讀表等,一步至兩步標準題,漏數、重複數、符號或步驟錯誤,2,G1適齡,MathAI原創語義分類
G01-N-ORDER-01-V1,G01-N-ORDER-01,N-1-1,數概念,數序與序數,10以內數序,表徵連結,順數、倒數與缺數；第二層：在實物、圖像、數字、算式、語句間轉換,看圖列式、依數作圖、圖文配對,只能辨識單一表徵，無法互相轉換,2,G1適齡,MathAI原創語義分類
G01-N-ORDINAL-01-C1,G01-N-ORDINAL-01,N-1-1,數概念,數序與序數,基數與序數,概念辨識,用第幾個描述位置並區分數量與順序；第二層：辨認數量、符號、形狀、時間或關係,直接指認、配對、選擇,將外觀或位置誤當數學意義,1,G1適齡,MathAI原創語義分類
G01-N-ORDINAL-01-M1,G01-N-ORDINAL-01,N-1-1,數概念,數序與序數,基數與序數,操作建構,用第幾個描述位置並區分數量與順序；第二層：透過具體物、圖卡、積木、鐘面或錢幣操作建立概念,拖拉、圈選、排列、實物操作,只猜答案，未建立一一對應或操作關係,1,G1適齡,MathAI原創語義分類
G01-N-ORDINAL-01-P1,G01-N-ORDINAL-01,N-1-1,數概念,數序與序數,基數與序數,基礎程序,用第幾個描述位置並區分數量與順序；第二層：依年級適切策略完成點數、加減、比較、讀表等,一步至兩步標準題,漏數、重複數、符號或步驟錯誤,2,G1適齡,MathAI原創語義分類
G01-N-ORDINAL-01-V1,G01-N-ORDINAL-01,N-1-1,數概念,數序與序數,基數與序數,表徵連結,用第幾個描述位置並區分數量與順序；第二層：在實物、圖像、數字、算式、語句間轉換,看圖列式、依數作圖、圖文配對,只能辨識單一表徵，無法互相轉換,2,G1適齡,MathAI原創語義分類
G01-N-ORDINAL-01-A1,G01-N-ORDINAL-01,N-1-1,數概念,數序與序數,基數與序數,生活情境,用第幾個描述位置並區分數量與順序；第二層：在生活敘述中辨認數量或空間關係,購物、時間、長度、分類、加減故事題,抓錯對象或將關係詞直接機械套運算,3,G1適齡,MathAI原創語義分類
G01-N-CMP-01-C1,G01-N-CMP-01,N-1-1,數概念,數量比較,10以內多少比較,概念辨識,以一一對應比較兩量多少；第二層：辨認數量、符號、形狀、時間或關係,直接指認、配對、選擇,將外觀或位置誤當數學意義,1,G1適齡,MathAI原創語義分類
G01-N-CMP-01-M1,G01-N-CMP-01,N-1-1,數概念,數量比較,10以內多少比較,操作建構,以一一對應比較兩量多少；第二層：透過具體物、圖卡、積木、鐘面或錢幣操作建立概念,拖拉、圈選、排列、實物操作,只猜答案，未建立一一對應或操作關係,1,G1適齡,MathAI原創語義分類
G01-N-CMP-01-P1,G01-N-CMP-01,N-1-1,數概念,數量比較,10以內多少比較,基礎程序,以一一對應比較兩量多少；第二層：依年級適切策略完成點數、加減、比較、讀表等,一步至兩步標準題,漏數、重複數、符號或步驟錯誤,2,G1適齡,MathAI原創語義分類
G01-N-CMP-01-V1,G01-N-CMP-01,N-1-1,數概念,數量比較,10以內多少比較,表徵連結,以一一對應比較兩量多少；第二層：在實物、圖像、數字、算式、語句間轉換,看圖列式、依數作圖、圖文配對,只能辨識單一表徵，無法互相轉換,2,G1適齡,MathAI原創語義分類
G01-N-COMP-01-C1,G01-N-COMP-01,N-1-3,數概念,分與合,10以內數的合成,概念辨識,將數拆成兩部分或由兩部分合成；第二層：辨認數量、符號、形狀、時間或關係,直接指認、配對、選擇,將外觀或位置誤當數學意義,1,G1適齡,MathAI原創語義分類
G01-N-COMP-01-M1,G01-N-COMP-01,N-1-3,數概念,分與合,10以內數的合成,操作建構,將數拆成兩部分或由兩部分合成；第二層：透過具體物、圖卡、積木、鐘面或錢幣操作建立概念,拖拉、圈選、排列、實物操作,只猜答案，未建立一一對應或操作關係,1,G1適齡,MathAI原創語義分類
G01-N-COMP-01-P1,G01-N-COMP-01,N-1-3,數概念,分與合,10以內數的合成,基礎程序,將數拆成兩部分或由兩部分合成；第二層：依年級適切策略完成點數、加減、比較、讀表等,一步至兩步標準題,漏數、重複數、符號或步驟錯誤,2,G1適齡,MathAI原創語義分類
G01-N-COMP-01-V1,G01-N-COMP-01,N-1-3,數概念,分與合,10以內數的合成,表徵連結,將數拆成兩部分或由兩部分合成；第二層：在實物、圖像、數字、算式、語句間轉換,看圖列式、依數作圖、圖文配對,只能辨識單一表徵，無法互相轉換,2,G1適齡,MathAI原創語義分類
G01-N-20-01-C1,G01-N-20-01,N-1-1,數概念,30以內的數,11到20的數,概念辨識,理解十和一的組成並讀寫表示；第二層：辨認數量、符號、形狀、時間或關係,直接指認、配對、選擇,將外觀或位置誤當數學意義,1,G1適齡,MathAI原創語義分類
